hestia_id,product_id,product_name,country,start_year,end_year,functional_unit_quantity,functional_unit,freshwater_withdrawal_l_per_kg,scarcity_weighted_water_aware_l_eq_per_kg,scarcity_weighted_water_ef31_l_eq_per_kg,aggregated_quality_score,aggregated_quality_score_max,aggregated_data_validated,irrigated,organic,source_id,data_release
maizeGrain-brazil-2010-2025-20250430,maizeGrain,"Maize, grain",Brazil,2010,2025,1,kg,18.651144523651787,49.48148642124819,,1,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
maizeGrain-canada-2010-2025-20250430,maizeGrain,"Maize, grain",Canada,2010,2025,1,kg,0.0,0.0,,2,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
maizeGrain-china-2010-2025-20250430,maizeGrain,"Maize, grain",China,2010,2025,1,kg,187.81297564362882,8610.66149433345,,2,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
maizeGrain-france-2010-2025-20250430,maizeGrain,"Maize, grain",France,2010,2025,1,kg,21.60511854883506,204.9677596727982,,2,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
maizeGrain-hungary-2010-2025-20250430,maizeGrain,"Maize, grain",Hungary,2010,2025,1,kg,0.0,0.0,,2,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
maizeGrain-india-2010-2025-20250426,maizeGrain,"Maize, grain",India,2010,2025,1,kg,57.65456461686995,1758.1182934268322,,2,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
maizeGrain-italy-2010-2025-20250430,maizeGrain,"Maize, grain",Italy,2010,2025,1,kg,81.68078599861559,3790.070151121762,,2,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
maizeGrain-mexico-2010-2025-20250430,maizeGrain,"Maize, grain",Mexico,2010,2025,1,kg,9.859176590304235,357.79937763873096,,2,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
maizeGrain-myanmar-2010-2025-20250430,maizeGrain,"Maize, grain",Myanmar,2010,2025,1,kg,0.0,0.0,,3,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
maizeGrain-nepal-2010-2025-20250430,maizeGrain,"Maize, grain",Nepal,2010,2025,1,kg,0.0,0.0,,2,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
maizeGrain-romania-2010-2025-20250430,maizeGrain,"Maize, grain",Romania,2010,2025,1,kg,0.0,0.0,,3,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
maizeGrain-tanzania-2010-2025-20250430,maizeGrain,"Maize, grain",Tanzania,2010,2025,1,kg,0.10220456348920726,0.6867124620839836,,2,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
maizeGrain-ukraine-2010-2025-20250430,maizeGrain,"Maize, grain",Ukraine,2010,2025,1,kg,0.0,0.0,,3,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
maizeGrain-united-states-2010-2025-20250501,maizeGrain,"Maize, grain",United States,2010,2025,1,kg,35.97707175798701,1284.9211178365063,,3,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
melonFruit-iran-2010-2025-20250430,melonFruit,"Melon, fruit",Iran,2010,2025,1,kg,208.71261378413524,13952.646944083224,,2,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
mungBeanSeedWhole-india-2010-2025-20250426,mungBeanSeedWhole,"Mung bean, seed (whole)",India,2010,2025,1,kg,,,0.0,1,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
mustardSeedWhole-india-2010-2025-20250426,mustardSeedWhole,"Mustard, seed (whole)",India,2010,2025,1,kg,1239.9765097941815,37811.84368966377,36455.30938794894,2,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
nigerSeed-india-2010-2025-20250427,nigerSeed,"Niger, seed",India,2010,2025,1,kg,,,0.0,1,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
oatGrainInHusk-united-kingdom-2010-2025-20250501,oatGrainInHusk,"Oat, grain (in husk)",United Kingdom,2010,2025,1,kg,,,,0,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
oilPalmFruit-indonesia-2010-2025-20250430,oilPalmFruit,"Oil palm, fruit",Indonesia,2010,2025,1,kg,0.0,0.0,,3,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
oilPalmFruit-malaysia-1990-2009-20250430,oilPalmFruit,"Oil palm, fruit",Malaysia,1990,2009,1,kg,0.0,0.0,,3,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
oilPalmFruit-malaysia-2010-2025-20250501,oilPalmFruit,"Oil palm, fruit",Malaysia,2010,2025,1,kg,0.0,0.0,,2,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
okraFruit-cote-divoire-2010-2025-20250427,okraFruit,"Okra, fruit",Côte d'Ivoire,2010,2025,1,kg,9.551961650361479,60.855547674452986,65.43093730497613,1,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
oliveFruit-iran-2010-2025-20250430,oliveFruit,"Olive, fruit",Iran,2010,2025,1,kg,388.5979425908982,25978.161060144135,,2,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
onionBulb-cote-divoire-2010-2025-20250427,onionBulb,"Onion, bulb",Côte d'Ivoire,2010,2025,1,kg,8.952007690527742,57.03324099635225,61.32125268011503,0,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
onionBulb-india-2010-2025-20250427,onionBulb,"Onion, bulb",India,2010,2025,1,kg,,,0.0,1,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
orangeFruit-china-2010-2025-20250430,orangeFruit,"Orange, fruit",China,2010,2025,1,kg,0.0,0.0,,1,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
orangeFruit-iran-2010-2025-20250430,orangeFruit,"Orange, fruit",Iran,2010,2025,1,kg,,,,2,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
orangeFruit-spain-2010-2025-20250501,orangeFruit,"Orange, fruit",Spain,2010,2025,1,kg,142.9983650200891,11548.547959022397,,2,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
parsleyLeaf-cote-divoire-2010-2025-20250427,parsleyLeaf,"Parsley, leaf",Côte d'Ivoire,2010,2025,1,kg,,,0.0,0,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
peaSeedWhole-canada-2010-2025-20250430,peaSeedWhole,"Pea, seed (whole)",Canada,2010,2025,1,kg,0.0,0.0,,2,4,True,False,False,pu2wmwp8yfv7,v1.0 (2025-05-01)
